date,deaths
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0.14285714285714285
2020-03-05,0.14285714285714285
2020-03-06,0.2857142857142857
2020-03-07,0.2857142857142857
2020-03-08,0.2857142857142857
2020-03-09,0.42857142857142855
2020-03-10,0.5714285714285714
2020-03-11,0.5714285714285714
2020-03-12,0.5714285714285714
2020-03-13,0.5714285714285714
2020-03-14,0.5714285714285714
2020-03-15,1
2020-03-16,1.4285714285714286
2020-03-17,1.8571428571428572
2020-03-18,2
2020-03-19,2.2857142857142856
2020-03-20,2.857142857142857
2020-03-21,3.7142857142857144
2020-03-22,4.285714285714286
2020-03-23,5
2020-03-24,5.714285714285714
2020-03-25,8.142857142857142
2020-03-26,9.857142857142858
2020-03-27,12
2020-03-28,13.285714285714286
2020-03-29,14.142857142857142
2020-03-30,15.714285714285714
2020-03-31,18.714285714285715
2020-04-01,20.571428571428573
2020-04-02,22.714285714285715
2020-04-03,25.285714285714285
2020-04-04,28.142857142857142
2020-04-05,30.857142857142858
2020-04-06,33
2020-04-07,37.857142857142854
2020-04-08,41.285714285714285
2020-04-09,43.285714285714285
2020-04-10,44.857142857142854
2020-04-11,45.714285714285715
2020-04-12,48.285714285714285
2020-04-13,49.714285714285715
2020-04-14,49
2020-04-15,55.285714285714285
2020-04-16,61
2020-04-17,66.14285714285714
2020-04-18,73.85714285714286
2020-04-19,71.28571428571429
2020-04-20,71.14285714285714
2020-04-21,75.71428571428571
2020-04-22,77.85714285714286
2020-04-23,79.28571428571429
2020-04-24,79.28571428571429
2020-04-25,76.71428571428571
2020-04-26,76
2020-04-27,79
2020-04-28,78.28571428571429
2020-04-29,73.57142857142857
2020-04-30,72.71428571428571
2020-05-01,73.57142857142857
2020-05-02,71.14285714285714
2020-05-03,70.71428571428571
2020-05-04,72
2020-05-05,72.28571428571429
2020-05-06,72
2020-05-07,71.28571428571429
2020-05-08,70.42857142857143
2020-05-09,71
2020-05-10,71
2020-05-11,69.42857142857143
2020-05-12,71.57142857142857
2020-05-13,73.14285714285714
2020-05-14,72.42857142857143
2020-05-15,74.85714285714286
2020-05-16,73.57142857142857
2020-05-17,74.71428571428571
2020-05-18,72.42857142857143
2020-05-19,76.57142857142857
2020-05-20,75.28571428571429
2020-05-21,79
2020-05-22,73.71428571428571
2020-05-23,75.57142857142857
2020-05-24,73.57142857142857
2020-05-25,68.57142857142857
2020-05-26,58
2020-05-27,59.57142857142857
2020-05-28,55.285714285714285
2020-05-29,59.857142857142854
2020-05-30,58.285714285714285
2020-05-31,59.714285714285715
2020-06-01,64.71428571428571
2020-06-02,70.71428571428571
2020-06-03,66.57142857142857
2020-06-04,66
2020-06-05,64.14285714285714
2020-06-06,65.71428571428571
2020-06-07,65.28571428571429
2020-06-08,62.42857142857143
2020-06-09,61.285714285714285
2020-06-10,67.14285714285714
2020-06-11,68.57142857142857
2020-06-12,64.14285714285714
2020-06-13,64.85714285714286
2020-06-14,64.57142857142857
2020-06-15,65.42857142857143
2020-06-16,64.42857142857143
2020-06-17,61
2020-06-18,60
2020-06-19,62.285714285714285
2020-06-20,61.714285714285715
2020-06-21,61.285714285714285
2020-06-22,64.14285714285714
2020-06-23,61
2020-06-24,63.42857142857143
2020-06-25,64.57142857142857
2020-06-26,63.57142857142857
2020-06-27,58.142857142857146
2020-06-28,60.285714285714285
2020-06-29,60.142857142857146
2020-06-30,65.85714285714286
2020-07-01,63.285714285714285
2020-07-02,65.71428571428571
2020-07-03,64.42857142857143
2020-07-04,62.714285714285715
2020-07-05,63.142857142857146
2020-07-06,67.71428571428571
2020-07-07,69.42857142857143
2020-07-08,79.28571428571429
2020-07-09,85
2020-07-10,91.42857142857143
2020-07-11,99
2020-07-12,96.85714285714286
2020-07-13,91.42857142857143
2020-07-14,95.57142857142857
2020-07-15,93
2020-07-16,90
2020-07-17,93.57142857142857
2020-07-18,95.85714285714286
2020-07-19,94.71428571428571
2020-07-20,96.42857142857143
2020-07-21,92.85714285714286
2020-07-22,96.71428571428571
2020-07-23,102
2020-07-24,103.85714285714286
2020-07-25,104
2020-07-26,105.57142857142857
2020-07-27,110.71428571428571
2020-07-28,118.57142857142857
2020-07-29,121.14285714285714
2020-07-30,116.14285714285714
2020-07-31,127.28571428571429
2020-08-01,133.71428571428572
2020-08-02,135
2020-08-03,136.85714285714286
2020-08-04,140.71428571428572
2020-08-05,139.28571428571428
2020-08-06,144
2020-08-07,140.28571428571428
2020-08-08,135.42857142857142
2020-08-09,139.57142857142858
2020-08-10,138.42857142857142
2020-08-11,135.71428571428572
2020-08-12,134.14285714285714
2020-08-13,139.14285714285714
2020-08-14,133.71428571428572
2020-08-15,131.14285714285714
2020-08-16,124.14285714285714
2020-08-17,123.71428571428571
2020-08-18,125.28571428571429
2020-08-19,125.57142857142857
2020-08-20,118.57142857142857
2020-08-21,119.57142857142857
2020-08-22,129.14285714285714
2020-08-23,129.14285714285714
2020-08-24,130.85714285714286
2020-08-25,125.57142857142857
2020-08-26,122.28571428571429
2020-08-27,123.42857142857143
2020-08-28,121.42857142857143
2020-08-29,110.42857142857143
2020-08-30,112.14285714285714
2020-08-31,108.57142857142857
2020-09-01,107.85714285714286
2020-09-02,112.85714285714286
2020-09-03,114.57142857142857
2020-09-04,115.71428571428571
2020-09-05,112.85714285714286
2020-09-06,113.28571428571429
2020-09-07,106.28571428571429
2020-09-08,96.57142857142857
2020-09-09,92.85714285714286
2020-09-10,85.85714285714286
2020-09-11,89
2020-09-12,90.57142857142857
2020-09-13,93.71428571428571
2020-09-14,100.71428571428571
2020-09-15,109.85714285714286
2020-09-16,105.71428571428571
2020-09-17,102
2020-09-18,91.57142857142857
2020-09-19,93.42857142857143
2020-09-20,90.28571428571429
2020-09-21,86.14285714285714
2020-09-22,84.85714285714286
2020-09-23,83.71428571428571
2020-09-24,84.71428571428571
2020-09-25,89.42857142857143
2020-09-26,85.85714285714286
2020-09-27,84.14285714285714
2020-09-28,81.14285714285714
2020-09-29,83.42857142857143
2020-09-30,83.71428571428571
2020-10-01,83.71428571428571
2020-10-02,76.57142857142857
2020-10-03,75.85714285714286
2020-10-04,77.28571428571429
2020-10-05,77.28571428571429
2020-10-06,67.42857142857143
2020-10-07,64.85714285714286
2020-10-08,61.285714285714285
2020-10-09,60.142857142857146
2020-10-10,63.142857142857146
2020-10-11,60.57142857142857
2020-10-12,58.42857142857143
2020-10-13,56.142857142857146
2020-10-14,56.285714285714285
2020-10-15,58.57142857142857
2020-10-16,57.857142857142854
2020-10-17,53
2020-10-18,56.714285714285715
2020-10-19,57.285714285714285
2020-10-20,58.42857142857143
2020-10-21,63.285714285714285
2020-10-22,62.285714285714285
2020-10-23,59.57142857142857
2020-10-24,58.714285714285715
2020-10-25,55.57142857142857
2020-10-26,58
2020-10-27,58.42857142857143
2020-10-28,50
2020-10-29,43.42857142857143
2020-10-30,44.285714285714285
2020-10-31,45.857142857142854
2020-11-01,44.285714285714285
2020-11-02,42.714285714285715
2020-11-03,38.714285714285715
2020-11-04,39
2020-11-05,42.714285714285715
2020-11-06,44.285714285714285
2020-11-07,42.714285714285715
2020-11-08,43.714285714285715
2020-11-09,43.857142857142854
2020-11-10,46.57142857142857
2020-11-11,41.57142857142857
2020-11-12,38.42857142857143
2020-11-13,39.57142857142857
2020-11-14,41.285714285714285
2020-11-15,41.285714285714285
2020-11-16,43
2020-11-17,40.57142857142857
2020-11-18,51.285714285714285
2020-11-19,60
2020-11-20,61.857142857142854
2020-11-21,64.71428571428571
2020-11-22,65.71428571428571
2020-11-23,67.71428571428571
2020-11-24,74.71428571428571
2020-11-25,73.71428571428571
2020-11-26,66.85714285714286
2020-11-27,65
2020-11-28,61.142857142857146
2020-11-29,61.42857142857143
2020-11-30,62.57142857142857
2020-12-01,64.42857142857143
2020-12-02,66.42857142857143
2020-12-03,81.28571428571429
2020-12-04,99.57142857142857
2020-12-05,107
2020-12-06,112.28571428571429
2020-12-07,120
2020-12-08,134.71428571428572
2020-12-09,145.85714285714286
2020-12-10,149.14285714285714
2020-12-11,151.28571428571428
2020-12-12,156.28571428571428
2020-12-13,158.14285714285714
2020-12-14,163.57142857142858
2020-12-15,174.42857142857142
2020-12-16,203.14285714285714
2020-12-17,219.85714285714286
2020-12-18,226.42857142857142
2020-12-19,231.85714285714286
2020-12-20,233.14285714285714
2020-12-21,247
2020-12-22,258.85714285714283
2020-12-23,251.85714285714286
2020-12-24,253.85714285714286
2020-12-25,221.14285714285714
2020-12-26,232.28571428571428
2020-12-27,230.28571428571428
2020-12-28,231
2020-12-29,240.14285714285714
2020-12-30,251.42857142857142
2020-12-31,290.42857142857144
2021-01-01,339.57142857142856
2021-01-02,332.2857142857143
2021-01-03,335.57142857142856
2021-01-04,353
2021-01-05,361.7142857142857
2021-01-06,381.14285714285717
2021-01-07,368.42857142857144
2021-01-08,412
2021-01-09,450.85714285714283
2021-01-10,480.85714285714283
2021-01-11,494.57142857142856
2021-01-12,519.5714285714286
2021-01-13,512.2857142857143
2021-01-14,532
2021-01-15,534.1428571428571
2021-01-16,528.5714285714286
2021-01-17,512.8571428571429
2021-01-18,466.7142857142857
2021-01-19,469.57142857142856
2021-01-20,484.85714285714283
2021-01-21,500.7142857142857
2021-01-22,484.14285714285717
2021-01-23,491
2021-01-24,503.57142857142856
2021-01-25,542.4285714285714
2021-01-26,546.8571428571429
2021-01-27,561.7142857142857
2021-01-28,539
2021-01-29,550.4285714285714
2021-01-30,551
2021-01-31,544
2021-02-01,542.8571428571429
2021-02-02,518.8571428571429
2021-02-03,498.85714285714283
2021-02-04,507.2857142857143
2021-02-05,490.57142857142856
2021-02-06,469.85714285714283
2021-02-07,461
2021-02-08,450.14285714285717
2021-02-09,443.42857142857144
2021-02-10,430.42857142857144
2021-02-11,414.57142857142856
2021-02-12,399
2021-02-13,411.7142857142857
2021-02-14,414.42857142857144
2021-02-15,374.7142857142857
2021-02-16,357.42857142857144
2021-02-17,348.2857142857143
2021-02-18,333.85714285714283
2021-02-19,339.14285714285717
2021-02-20,320.57142857142856
2021-02-21,326.42857142857144
2021-02-22,346
2021-02-23,339.2857142857143
2021-02-24,436.85714285714283
2021-02-25,433.7142857142857
2021-02-26,424.7142857142857
2021-02-27,409.7142857142857
2021-02-28,410.42857142857144
2021-03-01,421.7142857142857
2021-03-02,416
2021-03-03,298.57142857142856
