mapla.region.slug,date,confirmed.cases,population,case.rate.100k,days.since.100.cases,days.since.100.cases.per.100k
angeles-forest,2020-03-27,0,3117,0,,-48
angeles-forest,2020-03-28,0,3117,0,,-47
angeles-forest,2020-03-29,0,3117,0,,-46
angeles-forest,2020-03-30,0,3117,0,,-45
angeles-forest,2020-03-31,0,3117,0,,-44
angeles-forest,2020-04-01,0,3117,0,,-43
angeles-forest,2020-04-02,0,3117,0,,-42
angeles-forest,2020-04-03,0,3117,0,,-41
angeles-forest,2020-04-04,0,3117,0,,-40
angeles-forest,2020-04-05,0,3117,0,,-39
angeles-forest,2020-04-06,0,3117,0,,-38
angeles-forest,2020-04-07,0,3117,0,,-37
angeles-forest,2020-04-08,0,3117,0,,-36
angeles-forest,2020-04-09,0,3117,0,,-35
angeles-forest,2020-04-10,0,3117,0,,-34
angeles-forest,2020-04-11,0,3117,0,,-33
angeles-forest,2020-04-12,0,3117,0,,-32
angeles-forest,2020-04-13,0,3117,0,,-31
angeles-forest,2020-04-14,0,3117,0,,-30
angeles-forest,2020-04-15,0,3117,0,,-29
angeles-forest,2020-04-16,0,3117,0,,-28
angeles-forest,2020-04-17,0,3117,0,,-27
angeles-forest,2020-04-18,0,3117,0,,-26
angeles-forest,2020-04-19,0,3117,0,,-25
angeles-forest,2020-04-20,0,3117,0,,-24
angeles-forest,2020-04-21,0,3117,0,,-23
angeles-forest,2020-04-22,0,3117,0,,-22
angeles-forest,2020-04-23,0,3117,0,,-21
angeles-forest,2020-04-24,0,3117,0,,-20
angeles-forest,2020-04-25,2,3117,64.16426050689766,,-19
angeles-forest,2020-04-26,2,3117,64.16426050689766,,-18
angeles-forest,2020-04-27,2,3117,64.16426050689766,,-17
angeles-forest,2020-04-28,2,3117,64.16426050689766,,-16
angeles-forest,2020-04-29,2,3117,64.16426050689766,,-15
angeles-forest,2020-04-30,2,3117,64.16426050689766,,-14
angeles-forest,2020-05-01,2,3117,64.16426050689766,,-13
angeles-forest,2020-05-02,2,3117,64.16426050689766,,-12
angeles-forest,2020-05-03,2,3117,64.16426050689766,,-11
angeles-forest,2020-05-04,2,3117,64.16426050689766,,-10
angeles-forest,2020-05-05,1,3117,32.08213025344883,,-9
angeles-forest,2020-05-06,1,3117,32.08213025344883,,-8
angeles-forest,2020-05-07,1,3117,32.08213025344883,,-7
angeles-forest,2020-05-08,1,3117,32.08213025344883,,-6
angeles-forest,2020-05-09,1,3117,32.08213025344883,,-5
angeles-forest,2020-05-10,1,3117,32.08213025344883,,-4
angeles-forest,2020-05-11,2,3117,64.16426050689766,,-3
angeles-forest,2020-05-12,2,3117,64.16426050689766,,-2
angeles-forest,2020-05-13,2,3117,64.16426050689766,,-1
angeles-forest,2020-05-14,4,3117,128.32852101379532,,0
angeles-forest,2020-05-15,4,3117,128.32852101379532,,1
angeles-forest,2020-05-16,4,3117,128.32852101379532,,2
angeles-forest,2020-05-17,4,3117,128.32852101379532,,3
angeles-forest,2020-05-18,4,3117,128.32852101379532,,4
antelope-valley,2020-03-27,22,392606,5.603582217286541,-10,-25
antelope-valley,2020-03-28,25,392606,6.367707065098343,-9,-24
antelope-valley,2020-03-29,30,392606,7.641248478118011,-8,-23
antelope-valley,2020-03-30,36,392606,9.169498173741614,-7,-22
antelope-valley,2020-03-31,45,392606,11.461872717177016,-6,-21
antelope-valley,2020-04-01,50,392606,12.735414130196686,-5,-20
antelope-valley,2020-04-02,53,392606,13.499538978008486,-4,-19
antelope-valley,2020-04-03,65,392606,16.556038369255692,-3,-18
antelope-valley,2020-04-04,74,392606,18.848412912691096,-2,-17
antelope-valley,2020-04-05,88,392606,22.414328869146164,-1,-16
antelope-valley,2020-04-06,107,392606,27.25378623862091,0,-15
antelope-valley,2020-04-07,117,392606,29.800869064660247,1,-14
antelope-valley,2020-04-08,138,392606,35.149742999342855,2,-13
antelope-valley,2020-04-09,138,392606,35.149742999342855,3,-12
antelope-valley,2020-04-10,172,392606,43.8098246078766,4,-11
antelope-valley,2020-04-11,182,392606,46.356907433915936,5,-10
antelope-valley,2020-04-12,196,392606,49.92282339037101,6,-9
antelope-valley,2020-04-13,197,392606,50.17753167297494,7,-8
antelope-valley,2020-04-14,211,392606,53.743447629430015,8,-7
antelope-valley,2020-04-15,229,392606,58.328196716300816,9,-6
antelope-valley,2020-04-16,238,392606,60.620571259736224,10,-5
antelope-valley,2020-04-17,260,392606,66.22415347702277,11,-4
antelope-valley,2020-04-18,289,392606,73.61069367253684,12,-3
antelope-valley,2020-04-19,297,392606,75.64835993336831,13,-2
antelope-valley,2020-04-20,356,392606,90.6761486070004,14,-1
antelope-valley,2020-04-21,469,392606,119.45818454124492,15,0
antelope-valley,2020-04-22,536,392606,136.52363947570848,16,1
antelope-valley,2020-04-23,586,392606,149.25905360590517,17,2
antelope-valley,2020-04-24,621,392606,158.17384349704284,18,3
antelope-valley,2020-04-25,671,392606,170.90925762723953,19,4
antelope-valley,2020-04-26,686,392606,174.72988186629854,20,5
antelope-valley,2020-04-27,732,392606,186.4464628660795,21,6
antelope-valley,2020-04-28,741,392606,188.73883740951487,22,7
antelope-valley,2020-04-29,776,392606,197.65362730065254,23,8
antelope-valley,2020-04-30,776,392606,197.65362730065254,24,9
antelope-valley,2020-05-01,830,392606,211.40787456126498,25,10
antelope-valley,2020-05-02,841,392606,214.20966566990828,26,11
antelope-valley,2020-05-03,874,392606,222.6150389958381,27,12
antelope-valley,2020-05-04,885,392606,225.4168301044813,28,13
antelope-valley,2020-05-05,929,392606,236.6239945390544,29,14
antelope-valley,2020-05-06,960,392606,244.51995129977635,30,15
antelope-valley,2020-05-07,983,392606,250.37824179966685,31,16
antelope-valley,2020-05-08,996,392606,253.68944947351798,32,17
antelope-valley,2020-05-09,1018,392606,259.2930316908045,33,18
antelope-valley,2020-05-10,1024,392606,260.8212813864281,34,19
antelope-valley,2020-05-11,1039,392606,264.6419056254871,35,20
antelope-valley,2020-05-12,1049,392606,267.1889884515265,36,21
antelope-valley,2020-05-13,1091,392606,277.8867363208917,37,22
antelope-valley,2020-05-14,1112,392606,283.2356102555743,38,23
antelope-valley,2020-05-15,1112,392606,283.2356102555743,39,24
antelope-valley,2020-05-16,1154,392606,293.9333581249395,40,25
antelope-valley,2020-05-17,1173,392606,298.77281549441426,41,26
antelope-valley,2020-05-18,1194,392606,304.1216894290969,42,27
central-la,2020-03-27,242,899384,26.907305444615428,0,-11
central-la,2020-03-28,285,899384,31.68835558560081,1,-10
central-la,2020-03-29,331,899384,36.80296736432936,2,-9
central-la,2020-03-30,390,899384,43.36301290661164,3,-8
central-la,2020-03-31,457,899384,50.81255614954235,4,-7
central-la,2020-04-01,532,899384,59.15159709312151,5,-6
central-la,2020-04-02,587,899384,65.26689378507956,6,-5
central-la,2020-04-03,678,899384,75.38493012995562,7,-4
central-la,2020-04-04,755,899384,83.94634549869689,8,-3
central-la,2020-04-05,846,899384,94.06438184357293,9,-2
central-la,2020-04-06,898,899384,99.84611689778781,10,-1
central-la,2020-04-07,971,899384,107.96278341620487,11,0
central-la,2020-04-08,1043,899384,115.96826272204086,12,1
central-la,2020-04-09,1043,899384,115.96826272204086,13,2
central-la,2020-04-10,1177,899384,130.8673492079023,14,3
central-la,2020-04-11,1232,899384,136.98264589986033,15,4
central-la,2020-04-12,1257,899384,139.76232621438675,16,5
central-la,2020-04-13,1290,899384,143.43150422956157,17,6
central-la,2020-04-14,1358,899384,150.99223468507333,18,7
central-la,2020-04-15,1415,899384,157.32990580219348,19,8
central-la,2020-04-16,1466,899384,163.00045364382734,20,9
central-la,2020-04-17,1526,899384,169.67168639869067,21,10
central-la,2020-04-18,1623,899384,180.45684601905302,22,11
central-la,2020-04-19,1665,899384,185.1267089474574,23,12
central-la,2020-04-20,1828,899384,203.2502245981694,24,13
central-la,2020-04-21,2015,899384,224.0422333508268,25,14
central-la,2020-04-22,2162,899384,240.38675360024197,26,15
central-la,2020-04-23,2264,899384,251.7278492835096,27,16
central-la,2020-04-24,2360,899384,262.40182169129093,28,17
central-la,2020-04-25,2413,899384,268.2947439580869,29,18
central-la,2020-04-26,2463,899384,273.8541045871396,30,19
central-la,2020-04-27,2546,899384,283.08264323136723,31,20
central-la,2020-04-28,2614,899384,290.64337368687904,32,21
central-la,2020-04-29,2733,899384,303.8746519840246,33,22
central-la,2020-04-30,2733,899384,303.8746519840246,34,23
central-la,2020-05-01,2966,899384,329.78127251541054,35,24
central-la,2020-05-02,3047,899384,338.78743673447605,36,25
central-la,2020-05-03,3116,899384,346.45935440256886,37,26
central-la,2020-05-04,3174,899384,352.9082127322701,38,27
central-la,2020-05-05,3346,899384,372.03241329621164,39,28
central-la,2020-05-06,3464,899384,385.1525043807762,40,29
central-la,2020-05-07,3554,899384,395.1593535130712,41,30
central-la,2020-05-08,3669,899384,407.9458829598925,42,31
central-la,2020-05-09,3753,899384,417.2856088167012,43,32
central-la,2020-05-10,3811,899384,423.7344671464025,44,33
central-la,2020-05-11,3871,899384,430.4056999012658,45,34
central-la,2020-05-12,4029,899384,447.9732794890725,46,35
central-la,2020-05-13,4182,899384,464.98492301397397,47,36
central-la,2020-05-14,4286,899384,476.5483931224038,48,37
central-la,2020-05-15,4286,899384,476.5483931224038,49,38
central-la,2020-05-16,4521,899384,502.6773880789519,50,39
central-la,2020-05-17,4579,899384,509.12624640865306,51,40
central-la,2020-05-18,4621,899384,513.7961093370574,52,41
eastside,2020-03-27,15,289987,5.172645670323153,-8,-24
eastside,2020-03-28,18,289987,6.207174804387782,-7,-23
eastside,2020-03-29,24,289987,8.276233072517044,-6,-22
eastside,2020-03-30,27,289987,9.310762206581675,-5,-21
eastside,2020-03-31,32,289987,11.034977430022726,-4,-20
eastside,2020-04-01,40,289987,13.793721787528407,-3,-19
eastside,2020-04-02,58,289987,20.00089659191619,-2,-18
eastside,2020-04-03,74,289987,25.518385306927552,-1,-17
eastside,2020-04-04,103,289987,35.51883360288565,0,-16
eastside,2020-04-05,110,289987,37.93273491570312,1,-15
eastside,2020-04-06,123,289987,42.41569449664985,2,-14
eastside,2020-04-07,133,289987,45.86412494353195,3,-13
eastside,2020-04-08,149,289987,51.381613658543316,4,-12
eastside,2020-04-09,149,289987,51.381613658543316,5,-11
eastside,2020-04-10,178,289987,61.38206195450141,6,-10
eastside,2020-04-11,192,289987,66.20986458013635,7,-9
eastside,2020-04-12,201,289987,69.31345198233025,8,-8
eastside,2020-04-13,208,289987,71.72735329514772,9,-7
eastside,2020-04-14,225,289987,77.5896850548473,10,-6
eastside,2020-04-15,236,289987,81.3829585464176,11,-5
eastside,2020-04-16,250,289987,86.21076117205254,12,-4
eastside,2020-04-17,256,289987,88.27981944018181,13,-3
eastside,2020-04-18,273,289987,94.14215119988137,14,-2
eastside,2020-04-19,283,289987,97.59058164676347,15,-1
eastside,2020-04-20,349,289987,120.35022259618536,16,0
eastside,2020-04-21,418,289987,144.14439267967185,17,1
eastside,2020-04-22,470,289987,162.0762310034588,18,2
eastside,2020-04-23,525,289987,181.04259846131035,19,3
eastside,2020-04-24,571,289987,196.90537851696797,20,4
eastside,2020-04-25,595,289987,205.18161158948502,21,5
eastside,2020-04-26,600,289987,206.90582681292608,22,6
eastside,2020-04-27,655,289987,225.87219427077764,23,7
eastside,2020-04-28,675,289987,232.76905516454184,24,8
eastside,2020-04-29,716,289987,246.90761999675848,25,9
eastside,2020-04-30,716,289987,246.90761999675848,26,10
eastside,2020-05-01,779,289987,268.6327318121157,27,11
eastside,2020-05-02,801,289987,276.21927879525634,28,12
eastside,2020-05-03,852,289987,293.8062740743551,29,13
eastside,2020-05-04,863,289987,297.5995475659254,30,14
eastside,2020-05-05,923,289987,318.290130247218,31,15
eastside,2020-05-06,948,289987,326.91120636442326,32,16
eastside,2020-05-07,977,289987,336.9116546603813,33,17
eastside,2020-05-08,1012,289987,348.9811612244687,34,18
eastside,2020-05-09,1056,289987,364.1542551907499,35,19
eastside,2020-05-10,1071,289987,369.3269008610731,36,20
eastside,2020-05-11,1092,289987,376.5686047995255,37,21
eastside,2020-05-12,1120,289987,386.22421005079536,38,22
eastside,2020-05-13,1162,289987,400.7076179277002,39,23
eastside,2020-05-14,1192,289987,411.0529092683465,40,24
eastside,2020-05-15,1192,289987,411.0529092683465,41,25
eastside,2020-05-16,1262,289987,435.1919223965212,42,26
eastside,2020-05-17,1283,289987,442.4336263349736,43,27
eastside,2020-05-18,1294,289987,446.2268998265439,44,28
harbor,2020-03-27,122,908451,13.42945299196104,0,-24
harbor,2020-03-28,152,908451,16.73177749818097,1,-23
harbor,2020-03-29,172,908451,18.933327168994253,2,-22
harbor,2020-03-30,193,908451,21.244954323348203,3,-21
harbor,2020-03-31,227,908451,24.987588763730788,4,-20
harbor,2020-04-01,255,908451,28.06975830286939,5,-19
harbor,2020-04-02,277,908451,30.491462940764002,6,-18
harbor,2020-04-03,342,908451,37.64649937090718,7,-17
harbor,2020-04-04,390,908451,42.93021858085907,8,-16
harbor,2020-04-05,427,908451,47.00308547186364,9,-15
harbor,2020-04-06,467,908451,51.40618481349021,10,-14
harbor,2020-04-07,505,908451,55.589129188035464,11,-13
harbor,2020-04-08,554,908451,60.982925881528004,12,-12
harbor,2020-04-09,572,908451,62.96432058525997,13,-11
harbor,2020-04-10,622,908451,68.46819476229318,14,-10
harbor,2020-04-11,654,908451,71.99067423559444,15,-9
harbor,2020-04-12,670,908451,73.75191397224506,16,-8
harbor,2020-04-13,692,908451,76.17361861013968,17,-7
harbor,2020-04-14,721,908451,79.36586563281894,18,-6
harbor,2020-04-15,756,908451,83.21857755674219,19,-5
harbor,2020-04-16,768,908451,84.53950735923016,20,-4
harbor,2020-04-17,830,908451,91.36431133875135,21,-3
harbor,2020-04-18,859,908451,94.5565583614306,22,-2
harbor,2020-04-19,902,908451,99.28989015367917,23,-1
harbor,2020-04-20,955,908451,105.12399678133438,24,0
harbor,2020-04-21,1017,908451,111.94880076085556,25,1
harbor,2020-04-22,1075,908451,118.3332948062141,26,2
harbor,2020-04-23,1145,908451,126.03871865406059,27,3
harbor,2020-04-24,1181,908451,130.0015080615245,28,4
harbor,2020-04-25,1244,908451,136.93638952458636,29,5
harbor,2020-04-26,1273,908451,140.12863654726561,30,6
harbor,2020-04-27,1309,908451,144.09142595472952,31,7
harbor,2020-04-28,1366,908451,150.3658425165474,32,8
harbor,2020-04-29,1505,908451,165.66661272869973,33,9
harbor,2020-04-30,1543,908451,169.849557103245,34,10
harbor,2020-05-01,1880,908451,206.94566905644882,35,11
harbor,2020-05-02,1938,908451,213.33016310180736,36,12
harbor,2020-05-03,2023,908451,222.68674920276382,37,13
harbor,2020-05-04,2049,908451,225.5487637748211,38,14
harbor,2020-05-05,2111,908451,232.37356775434228,39,15
harbor,2020-05-06,2147,908451,236.33635716180618,40,16
harbor,2020-05-07,2255,908451,248.22472538419794,41,17
harbor,2020-05-08,2292,908451,252.2975922752025,42,18
harbor,2020-05-09,2382,908451,262.2045657938623,43,19
harbor,2020-05-10,2439,908451,268.47898235568016,44,20
harbor,2020-05-11,2487,908451,273.762701565632,45,21
harbor,2020-05-12,2569,908451,282.7890552159665,46,22
harbor,2020-05-13,2720,908451,299.4107552306068,47,23
harbor,2020-05-14,2816,908451,309.9781936505106,48,24
harbor,2020-05-15,2873,908451,316.2526102123285,49,25
harbor,2020-05-16,2990,908451,329.1316757865862,50,26
harbor,2020-05-17,3050,908451,335.736324799026,51,27
harbor,2020-05-18,3067,908451,337.60764201921734,52,28
northeast-la,2020-03-27,13,158395,8.207329776823764,-11,-18
northeast-la,2020-03-28,21,158395,13.257994254869157,-10,-17
northeast-la,2020-03-29,23,158395,14.520660374380505,-9,-16
northeast-la,2020-03-30,25,158395,15.783326493891852,-8,-15
northeast-la,2020-03-31,30,158395,18.939991792670224,-7,-14
northeast-la,2020-04-01,36,158395,22.727990151204267,-6,-13
northeast-la,2020-04-02,41,158395,25.88465544998264,-5,-12
northeast-la,2020-04-03,53,158395,33.46065216705073,-4,-11
northeast-la,2020-04-04,69,158395,43.561981123141514,-3,-10
northeast-la,2020-04-05,84,158395,53.03197701947663,-2,-9
northeast-la,2020-04-06,92,158395,58.08264149752202,-1,-8
northeast-la,2020-04-07,104,158395,65.65863821459011,0,-7
northeast-la,2020-04-08,117,158395,73.86596799141387,1,-6
northeast-la,2020-04-09,117,158395,73.86596799141387,2,-5
northeast-la,2020-04-10,133,158395,83.96729694750465,3,-4
northeast-la,2020-04-11,140,158395,88.38662836579438,4,-3
northeast-la,2020-04-12,144,158395,90.91196060481707,5,-2
northeast-la,2020-04-13,150,158395,94.69995896335112,6,-1
northeast-la,2020-04-14,170,158395,107.32662015846459,7,0
northeast-la,2020-04-15,177,158395,111.74595157675432,8,1
northeast-la,2020-04-16,181,158395,114.27128381577701,9,2
northeast-la,2020-04-17,189,158395,119.3219482938224,10,3
northeast-la,2020-04-18,198,158395,125.00394583162347,11,4
northeast-la,2020-04-19,199,158395,125.63527889137916,12,5
northeast-la,2020-04-20,227,158395,143.31260456453802,13,6
northeast-la,2020-04-21,244,158395,154.0452665803845,14,7
northeast-la,2020-04-22,269,158395,169.82859307427634,15,8
northeast-la,2020-04-23,276,158395,174.24792449256606,16,9
northeast-la,2020-04-24,287,158395,181.19258814987845,17,10
northeast-la,2020-04-25,295,158395,186.24325262792385,18,11
northeast-la,2020-04-26,302,158395,190.66258404621357,19,12
northeast-la,2020-04-27,311,158395,196.34458158401466,20,13
northeast-la,2020-04-28,320,158395,202.02657912181573,21,14
northeast-la,2020-04-29,336,158395,212.1279080779065,22,15
northeast-la,2020-04-30,336,158395,212.1279080779065,23,16
northeast-la,2020-05-01,375,158395,236.7498974083778,24,17
northeast-la,2020-05-02,385,158395,243.06322800593455,25,18
northeast-la,2020-05-03,384,158395,242.43189494617886,26,19
northeast-la,2020-05-04,388,158395,244.95722718520153,27,20
northeast-la,2020-05-05,409,158395,258.2152214400707,28,21
northeast-la,2020-05-06,421,158395,265.79121815713876,29,22
northeast-la,2020-05-07,430,158395,271.4732156949398,30,23
northeast-la,2020-05-08,440,158395,277.7865462924966,31,24
northeast-la,2020-05-09,458,158395,289.15054136809874,32,25
northeast-la,2020-05-10,465,158395,293.5698727863885,33,26
northeast-la,2020-05-11,470,158395,296.7265380851668,34,27
northeast-la,2020-05-12,493,158395,311.2471984595473,35,28
northeast-la,2020-05-13,515,158395,325.1365257741722,36,29
northeast-la,2020-05-14,524,158395,330.8185233119732,37,30
northeast-la,2020-05-15,524,158395,330.8185233119732,38,31
northeast-la,2020-05-16,539,158395,340.28851920830834,39,32
northeast-la,2020-05-17,546,158395,344.7078506265981,40,33
northeast-la,2020-05-18,550,158395,347.23318286562073,41,34
northwest-county,2020-03-27,27,290758,9.286072954140558,-8,-25
northwest-county,2020-03-28,36,290758,12.381430605520741,-7,-24
northwest-county,2020-03-29,42,290758,14.445002373107533,-6,-23
northwest-county,2020-03-30,44,290758,15.132859628969795,-5,-22
northwest-county,2020-03-31,51,290758,17.54036002448772,-4,-21
northwest-county,2020-04-01,53,290758,18.22821728034998,-3,-20
northwest-county,2020-04-02,74,290758,25.45071846690375,-2,-19
northwest-county,2020-04-03,93,290758,31.98536239759525,-1,-18
northwest-county,2020-04-04,108,290758,37.14429181656223,0,-17
northwest-county,2020-04-05,122,290758,41.95929260759807,1,-16
northwest-county,2020-04-06,128,290758,44.02286437518486,2,-15
northwest-county,2020-04-07,135,290758,46.43036477070278,3,-14
northwest-county,2020-04-08,149,290758,51.24536556173863,4,-13
northwest-county,2020-04-09,149,290758,51.24536556173863,5,-12
northwest-county,2020-04-10,161,290758,55.37250909691221,6,-11
northwest-county,2020-04-11,168,290758,57.78000949243013,7,-10
northwest-county,2020-04-12,177,290758,60.87536714381032,8,-9
northwest-county,2020-04-13,184,290758,63.282867539328244,9,-8
northwest-county,2020-04-14,191,290758,65.69036793484617,10,-7
northwest-county,2020-04-15,200,290758,68.78572558622635,11,-6
northwest-county,2020-04-16,213,290758,73.25679774933106,12,-5
northwest-county,2020-04-17,224,290758,77.04001265657351,13,-4
northwest-county,2020-04-18,234,290758,80.47929893588483,14,-3
northwest-county,2020-04-19,239,290758,82.19894207554049,15,-2
northwest-county,2020-04-20,262,290758,90.10930051795651,16,-1
northwest-county,2020-04-21,292,290758,100.42715935589047,17,0
northwest-county,2020-04-22,326,290758,112.12073270554895,18,1
northwest-county,2020-04-23,336,290758,115.56001898486026,19,2
northwest-county,2020-04-24,351,290758,120.71894840382724,20,3
northwest-county,2020-04-25,374,290758,128.62930684624328,21,4
northwest-county,2020-04-26,379,290758,130.3489499858989,22,5
northwest-county,2020-04-27,426,290758,146.5135954986621,23,6
northwest-county,2020-04-28,434,290758,149.26502452211116,24,7
northwest-county,2020-04-29,462,290758,158.89502610418285,25,8
northwest-county,2020-04-30,462,290758,158.89502610418285,26,9
northwest-county,2020-05-01,492,290758,169.21288494211683,27,10
northwest-county,2020-05-02,503,290758,172.99609984935927,28,11
northwest-county,2020-05-03,543,290758,186.75324496660454,29,12
northwest-county,2020-05-04,576,290758,198.10288968833186,30,13
northwest-county,2020-05-05,608,290758,209.1086057821281,31,14
northwest-county,2020-05-06,636,290758,218.7386073641998,32,15
northwest-county,2020-05-07,667,290758,229.40039483006487,33,16
northwest-county,2020-05-08,694,290758,238.6864677842054,34,17
northwest-county,2020-05-09,719,290758,247.28468348248373,35,18
northwest-county,2020-05-10,727,290758,250.03611250593278,36,19
northwest-county,2020-05-11,740,290758,254.50718466903749,37,20
northwest-county,2020-05-12,790,290758,271.7036160655941,38,21
northwest-county,2020-05-13,844,290758,290.2757619738752,39,22
northwest-county,2020-05-14,888,290758,305.40862160284496,40,23
northwest-county,2020-05-15,888,290758,305.40862160284496,41,24
northwest-county,2020-05-16,935,290758,321.5732671156082,42,25
northwest-county,2020-05-17,949,290758,326.38826790664405,43,26
northwest-county,2020-05-18,953,290758,327.7639824183685,44,27
pomona-valley,2020-03-27,6,230377,2.6044266571749786,-24,-37
pomona-valley,2020-03-28,6,230377,2.6044266571749786,-23,-36
pomona-valley,2020-03-29,6,230377,2.6044266571749786,-22,-35
pomona-valley,2020-03-30,8,230377,3.4725688762333045,-21,-34
pomona-valley,2020-03-31,14,230377,6.076995533408283,-20,-33
pomona-valley,2020-04-01,18,230377,7.813279971524935,-19,-32
pomona-valley,2020-04-02,20,230377,8.681422190583262,-18,-31
pomona-valley,2020-04-03,28,230377,12.153991066816566,-17,-30
pomona-valley,2020-04-04,31,230377,13.456204395404054,-16,-29
pomona-valley,2020-04-05,36,230377,15.62655994304987,-15,-28
pomona-valley,2020-04-06,43,230377,18.665057709754013,-14,-27
pomona-valley,2020-04-07,48,230377,20.83541325739983,-13,-26
pomona-valley,2020-04-08,55,230377,23.87391102410397,-12,-25
pomona-valley,2020-04-09,55,230377,23.87391102410397,-11,-24
pomona-valley,2020-04-10,63,230377,27.346479900337275,-10,-23
pomona-valley,2020-04-11,65,230377,28.2146221193956,-9,-22
pomona-valley,2020-04-12,68,230377,29.51683544798309,-8,-21
pomona-valley,2020-04-13,70,230377,30.384977667041415,-7,-20
pomona-valley,2020-04-14,78,230377,33.857546543274715,-6,-19
pomona-valley,2020-04-15,80,230377,34.72568876233305,-5,-18
pomona-valley,2020-04-16,85,230377,36.89604430997886,-4,-17
pomona-valley,2020-04-17,93,230377,40.368613186212166,-3,-16
pomona-valley,2020-04-18,97,230377,42.10489762432882,-2,-15
pomona-valley,2020-04-19,98,230377,42.53896873385798,-1,-14
pomona-valley,2020-04-20,110,230377,47.74782204820794,0,-13
pomona-valley,2020-04-21,129,230377,55.995173129262035,1,-12
pomona-valley,2020-04-22,145,230377,62.94031088172864,2,-11
pomona-valley,2020-04-23,157,230377,68.1491641960786,3,-10
pomona-valley,2020-04-24,164,230377,71.18766196278274,4,-9
pomona-valley,2020-04-25,170,230377,73.79208861995772,5,-8
pomona-valley,2020-04-26,171,230377,74.22615972948688,6,-7
pomona-valley,2020-04-27,188,230377,81.60536859148266,7,-6
pomona-valley,2020-04-28,190,230377,82.47351081054099,8,-5
pomona-valley,2020-04-29,210,230377,91.15493300112423,9,-4
pomona-valley,2020-04-30,210,230377,91.15493300112423,10,-3
pomona-valley,2020-05-01,218,230377,94.62750187735755,11,-2
pomona-valley,2020-05-02,224,230377,97.23192853453253,12,-1
pomona-valley,2020-05-03,235,230377,102.00671073935332,13,0
pomona-valley,2020-05-04,240,230377,104.17706628699914,14,1
pomona-valley,2020-05-05,259,230377,112.42441736805324,15,2
pomona-valley,2020-05-06,268,230377,116.3310573538157,16,3
pomona-valley,2020-05-07,280,230377,121.53991066816566,17,4
pomona-valley,2020-05-08,288,230377,125.01247954439896,18,5
pomona-valley,2020-05-09,305,230377,132.39168840639474,19,6
pomona-valley,2020-05-10,311,230377,134.9961150635697,20,7
pomona-valley,2020-05-11,319,230377,138.46868393980301,21,8
pomona-valley,2020-05-12,326,230377,141.50718170650717,22,9
pomona-valley,2020-05-13,336,230377,145.8478928017988,23,10
pomona-valley,2020-05-14,341,230377,148.0182483494446,24,11
pomona-valley,2020-05-15,341,230377,148.0182483494446,25,12
pomona-valley,2020-05-16,355,230377,154.09524388285288,26,13
pomona-valley,2020-05-17,357,230377,154.96338610191123,27,14
pomona-valley,2020-05-18,364,230377,158.00188386861535,28,15
san-fernando-valley,2020-03-27,186,1626168,11.437932612128636,0,-19
san-fernando-valley,2020-03-28,251,1626168,15.435059600238105,1,-18
san-fernando-valley,2020-03-29,303,1626168,18.63276119072568,2,-17
san-fernando-valley,2020-03-30,347,1626168,21.338508690369014,3,-16
san-fernando-valley,2020-03-31,415,1626168,25.520118462545078,4,-15
san-fernando-valley,2020-04-01,495,1626168,30.4396593709875,5,-14
san-fernando-valley,2020-04-02,577,1626168,35.48218880214098,6,-13
san-fernando-valley,2020-04-03,668,1626168,41.07816658549424,7,-12
san-fernando-valley,2020-04-04,812,1626168,49.9333402206906,8,-11
